,counter_frame,i,x,y,z,visibility
0,1,0,0.49815332889556885,0.33289211988449097,-0.336286336183548,0.9999815225601196
1,1,1,0.5007209777832031,0.31510233879089355,-0.3174940049648285,0.9999314546585083
2,1,2,0.5024588704109192,0.3148038387298584,-0.31748726963996887,0.9998806715011597
3,1,3,0.5041608810424805,0.3143627941608429,-0.31748703122138977,0.9998583793640137
4,1,4,0.49352216720581055,0.31380316615104675,-0.34120863676071167,0.9999747276306152
5,1,5,0.4897271990776062,0.31256696581840515,-0.34126555919647217,0.9999735355377197
6,1,6,0.48522722721099854,0.31107839941978455,-0.3413143754005432,0.9999773502349854
7,1,7,0.498199462890625,0.3146948516368866,-0.19841285049915314,0.9994321465492249
8,1,8,0.470940500497818,0.3100111186504364,-0.30747190117836,0.9999775886535645
9,1,9,0.497005820274353,0.3487921357154846,-0.28740397095680237,0.9998694658279419
10,1,10,0.48960399627685547,0.3468606173992157,-0.31892552971839905,0.9999686479568481
11,1,11,0.4763539135456085,0.3882010579109192,-0.0502530112862587,0.9993394017219543
12,1,12,0.44504329562187195,0.3922034502029419,-0.32323920726776123,0.9999951124191284
13,1,13,0.4717245101928711,0.5114961862564087,0.012520607560873032,0.05011637881398201
14,1,14,0.4356171488761902,0.5363625288009644,-0.36534473299980164,0.9934555888175964
15,1,15,0.49448591470718384,0.6163299679756165,-0.03805169835686684,0.1565409004688263
16,1,16,0.44511595368385315,0.6726537942886353,-0.3931572735309601,0.9741361737251282
17,1,17,0.4968205988407135,0.6422924399375916,-0.04505638778209686,0.16670116782188416
18,1,18,0.4460248053073883,0.7093409895896912,-0.4343363642692566,0.948494017124176
19,1,19,0.49933889508247375,0.6397371888160706,-0.0731121301651001,0.17077721655368805
20,1,20,0.4549054801464081,0.7055912613868713,-0.43438392877578735,0.9447984099388123
21,1,21,0.4963372051715851,0.6291263103485107,-0.052707985043525696,0.17405296862125397
22,1,22,0.4560992121696472,0.6936232447624207,-0.3941163718700409,0.9184969663619995
23,1,23,0.47716841101646423,0.6241437792778015,0.08385607600212097,0.9972966313362122
24,1,24,0.4543299078941345,0.6274176239967346,-0.08400263637304306,0.9995881915092468
25,1,25,0.47200191020965576,0.7670058012008667,0.2827475368976593,0.6431900858879089
26,1,26,0.4586983621120453,0.7892901301383972,0.03976045176386833,0.984500527381897
27,1,27,0.4661237299442291,0.8858975768089294,0.48678913712501526,0.7068399786949158
28,1,28,0.4548918604850769,0.9325711727142334,0.18627730011940002,0.9814302325248718
29,1,29,0.4580380618572235,0.9012231826782227,0.5049702525138855,0.7444555163383484
30,1,30,0.445292204618454,0.9544774889945984,0.19723471999168396,0.9058964252471924
31,1,31,0.5004342794418335,0.9139696359634399,0.4630129933357239,0.8700080513954163
32,1,32,0.48752984404563904,0.9836750030517578,0.10934624820947647,0.9701694250106812
33,2,0,0.49748891592025757,0.3336215913295746,-0.3057648837566376,0.999968409538269
34,2,1,0.5002721548080444,0.31664738059043884,-0.288861483335495,0.9998868703842163
35,2,2,0.501991868019104,0.31621482968330383,-0.2888486981391907,0.9998148679733276
36,2,3,0.5036060214042664,0.31567949056625366,-0.28881749510765076,0.9997650980949402
37,2,4,0.49295520782470703,0.3158501088619232,-0.31026551127433777,0.9999592304229736
38,2,5,0.48911792039871216,0.31481310725212097,-0.3103288412094116,0.9999610781669617
39,2,6,0.48486754298210144,0.31351014971733093,-0.3103693425655365,0.9999661445617676
40,2,7,0.498099684715271,0.3165971338748932,-0.180276557803154,0.9992067813873291
41,2,8,0.471418172121048,0.3127238154411316,-0.27902477979660034,0.9999709129333496
42,2,9,0.4965093731880188,0.3492153584957123,-0.26145684719085693,0.9998244047164917
43,2,10,0.48873892426490784,0.3478408753871918,-0.28985676169395447,0.9999586939811707
44,2,11,0.47615134716033936,0.3841438293457031,-0.04234401136636734,0.9991974830627441
45,2,12,0.4432360827922821,0.3916163742542267,-0.295042484998703,0.9999949932098389
46,2,13,0.47358086705207825,0.49986186623573303,0.030467025935649872,0.048563819378614426
47,2,14,0.43375104665756226,0.5358584523200989,-0.3309935927391052,0.9939445853233337
48,2,15,0.4947630763053894,0.5951840877532959,-0.0032935282215476036,0.1515578180551529
49,2,16,0.44512271881103516,0.674211859703064,-0.3647550642490387,0.975922167301178
50,2,17,0.4980974793434143,0.6207727789878845,-0.005422438494861126,0.1628972589969635
