,counter_frame,i,x,y,z,visibility
0,1,0,0.5640299916267395,0.48493629693984985,-0.10009178519248962,0.9991449117660522
1,1,1,0.5639879703521729,0.47185391187667847,-0.08696582168340683,0.9988325238227844
2,1,2,0.5643524527549744,0.4716332256793976,-0.08697499334812164,0.9982113838195801
3,1,3,0.5646374225616455,0.47119781374931335,-0.08699541538953781,0.9979110360145569
4,1,4,0.5605949759483337,0.4707096219062805,-0.10499472916126251,0.9989736080169678
5,1,5,0.5583211779594421,0.4697398245334625,-0.10498923808336258,0.9988579750061035
6,1,6,0.5556146502494812,0.46845537424087524,-0.10499720275402069,0.9987271428108215
7,1,7,0.5552887320518494,0.4692234396934509,-0.008959721773862839,0.998170018196106
8,1,8,0.5439698696136475,0.46645426750183105,-0.09113462269306183,0.999250590801239
9,1,9,0.5614776015281677,0.4949682056903839,-0.06775028258562088,0.9967370629310608
10,1,10,0.5572574734687805,0.4934318959712982,-0.09143916517496109,0.9976369142532349
11,1,11,0.5433105230331421,0.5218926668167114,0.08376143127679825,0.995826005935669
12,1,12,0.5272880792617798,0.516494631767273,-0.12712469696998596,0.9997125267982483
13,1,13,0.538076639175415,0.6141698360443115,0.14612485468387604,0.009539519436657429
14,1,14,0.5249950885772705,0.5714209675788879,-0.21977795660495758,0.8922974467277527
15,1,15,0.5649694800376892,0.650374174118042,0.1521434634923935,0.02079792320728302
16,1,16,0.5565593838691711,0.595005989074707,-0.28457456827163696,0.6889105439186096
17,1,17,0.571590006351471,0.665114164352417,0.1608136147260666,0.03893045336008072
18,1,18,0.5629183650016785,0.6119656562805176,-0.3079012930393219,0.6786037087440491
19,1,19,0.5751068592071533,0.6572740077972412,0.14464673399925232,0.04038853198289871
20,1,20,0.5676683783531189,0.6005134582519531,-0.2971034646034241,0.6660853028297424
21,1,21,0.5727706551551819,0.6530287265777588,0.14523620903491974,0.04319347068667412
22,1,22,0.566274106502533,0.5949364304542542,-0.28093191981315613,0.6055124998092651
23,1,23,0.5428026914596558,0.7239433526992798,0.0682116448879242,0.9622507691383362
24,1,24,0.5421920418739319,0.7272576093673706,-0.0682428851723671,0.9770136475563049
25,1,25,0.5431192517280579,0.8548722267150879,0.10452073067426682,0.12208399176597595
26,1,26,0.5531758069992065,0.8794932961463928,-0.040028464049100876,0.6250219941139221
27,1,27,0.53660649061203,0.9667524695396423,0.16029952466487885,0.15961572527885437
28,1,28,0.5386407971382141,0.9884145259857178,0.011687147431075573,0.6400715708732605
29,1,29,0.5285983085632324,0.9794727563858032,0.16283558309078217,0.2809571921825409
30,1,30,0.529204785823822,1.0008900165557861,0.015318337827920914,0.7157738208770752
31,1,31,0.5590999722480774,0.9847373962402344,0.13123077154159546,0.24015796184539795
32,1,32,0.5620166659355164,0.9973582029342651,-0.029864590615034103,0.567411482334137
33,2,0,0.5637497305870056,0.482231080532074,-0.06163034588098526,0.9983575940132141
34,2,1,0.5634509921073914,0.46972429752349854,-0.05279553681612015,0.9973339438438416
35,2,2,0.5639089345932007,0.4694359600543976,-0.05282297357916832,0.9964145421981812
36,2,3,0.5642983317375183,0.46897393465042114,-0.05282912030816078,0.9960988163948059
37,2,4,0.5599467754364014,0.4689672589302063,-0.07080443948507309,0.997545063495636
38,2,5,0.5576991438865662,0.4682765305042267,-0.07080559432506561,0.9973849654197693
39,2,6,0.5549596548080444,0.4674685001373291,-0.07083377987146378,0.9972749948501587
40,2,7,0.5554084181785583,0.4678604006767273,0.00866673979908228,0.9962913990020752
41,2,8,0.5437697172164917,0.46645161509513855,-0.07444419711828232,0.9982221722602844
42,2,9,0.5615517497062683,0.4920963943004608,-0.03531571477651596,0.9951733946800232
43,2,10,0.5572575330734253,0.4913192093372345,-0.05915842577815056,0.996614396572113
44,2,11,0.5432385206222534,0.5219905972480774,0.0819438248872757,0.9951088428497314
45,2,12,0.5272088646888733,0.5142847299575806,-0.1081644594669342,0.9996196627616882
46,2,13,0.5443927049636841,0.6079180836677551,0.13148337602615356,0.012340950779616833
47,2,14,0.5235242247581482,0.5401865243911743,-0.17352968454360962,0.8968512415885925
48,2,15,0.5652477741241455,0.650194525718689,0.11074221134185791,0.0224959347397089
49,2,16,0.5561426877975464,0.570504903793335,-0.17512549459934235,0.6780967712402344
50,2,17,0.5715973973274231,0.6662382483482361,0.1101175919175148,0.04122813791036606
51,2,18,0.5629889965057373,0.5815125107765198,-0.18588154017925262,0.6651305556297302
52,2,19,0.5745722651481628,0.6588009595870972,0.09435960650444031,0.042886458337306976
53,2,20,0.5667617917060852,0.5732814073562622,-0.18104805052280426,0.6541227698326111
54,2,21,0.5721641182899475,0.653343141078949,0.10304320603609085,0.045731887221336365
55,2,22,0.564385175704956,0.5707582831382751,-0.17178598046302795,0.5990082025527954
56,2,23,0.5526757836341858,0.7253730297088623,0.06312894821166992,0.9604613780975342
57,2,24,0.5497792959213257,0.7336285710334778,-0.06309494376182556,0.9763307571411133
58,2,25,0.546688437461853,0.8592754006385803,0.09582313150167465,0.1354900598526001
59,2,26,0.5517865419387817,0.8817461133003235,-0.04004746302962303,0.6372119784355164
60,2,27,0.5369805097579956,0.9671288132667542,0.15123490989208221,0.16832493245601654
61,2,28,0.53829425573349,0.9952911138534546,0.004670339170843363,0.6414878368377686
62,2,29,0.529087245464325,0.9793210625648499,0.15370827913284302,0.29048919677734375
63,2,30,0.5282953381538391,1.0149716138839722,0.007569146808236837,0.7171189188957214
64,2,31,0.5610077381134033,0.9983641505241394,0.1222958117723465,0.24323570728302002
65,2,32,0.5614814758300781,1.028766393661499,-0.04080542176961899,0.5669544339179993
66,3,0,0.5634223818778992,0.4814206063747406,-0.05974620208144188,0.9979547262191772
67,3,1,0.5629416108131409,0.4685368239879608,-0.05149652436375618,0.996828556060791
68,3,2,0.5633543133735657,0.46800321340560913,-0.05151459202170372,0.9958474636077881
69,3,3,0.5637160539627075,0.46736499667167664,-0.0515214167535305,0.9954498410224915
70,3,4,0.5596293807029724,0.46833592653274536,-0.07162868231534958,0.9971171021461487
71,3,5,0.5574221014976501,0.4677945375442505,-0.07163204997777939,0.9969468116760254
72,3,6,0.5547198057174683,0.46721145510673523,-0.07166150212287903,0.9968059062957764
73,3,7,0.5547501444816589,0.4661208689212799,0.006581958848983049,0.9958334565162659
74,3,8,0.5437116622924805,0.46645188331604004,-0.0756337121129036,0.9979994297027588
75,3,9,0.5615301728248596,0.4910534918308258,-0.03459857031702995,0.9944447875022888
76,3,10,0.557259738445282,0.4911253750324249,-0.06109871715307236,0.9960710406303406
77,3,11,0.5383185148239136,0.5186086893081665,0.08196500688791275,0.9949716329574585
78,3,12,0.5274561643600464,0.5132014751434326,-0.11173691600561142,0.9995207190513611
79,3,13,0.5460639595985413,0.5780428051948547,0.14560343325138092,0.01575586199760437
80,3,14,0.5287624001502991,0.5335121154785156,-0.18252955377101898,0.8987730741500854
81,3,15,0.5674011707305908,0.5918754935264587,0.1654982566833496,0.025594105944037437
